,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
980549,11/02/2014,17:00,QUEENS,11103,40.76132,-73.9170907,"(40.76132, -73.9170907)",STEINWAY STREET                 ,31 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,2817598.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
981343,11/01/2014,2:30,QUEENS,11367,40.719482,-73.8105733,"(40.719482, -73.8105733)",UNION TURNPIKE                  ,153 STREET                      ,,0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,2818151.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
982123,10/31/2014,9:00,QUEENS,11375,40.7302836,-73.8482364,"(40.7302836, -73.8482364)",108 STREET                      ,66 AVENUE                       ,,3,0.0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2817016.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON
982539,10/30/2014,1:00,BROOKLYN,11233,40.6761315,-73.92190140000001,"(40.6761315, -73.9219014)",PACIFIC STREET                  ,RALPH AVENUE                    ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2816305.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
982813,10/29/2014,11:03,QUEENS,11361,40.7593996,-73.7729155,"(40.7593996, -73.7729155)",NORTHERN BOULEVARD              ,210 STREET                      ,,1,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Backing Unsafely,Fell Asleep,Fell Asleep,Unspecified,2815923.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
982926,10/29/2014,15:00,BROOKLYN,11236,40.6422917,-73.9044828,"(40.6422917, -73.9044828)",EAST 93 STREET                  ,CONKLIN AVENUE                  ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2815741.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
983198,10/29/2014,4:30,BROOKLYN,11221,40.6919494,-73.9398228,"(40.6919494, -73.9398228)",MARCUS GARVEY BOULEVARD         ,KOSCIUSZKO STREET               ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2815794.0,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
983913,10/27/2014,10:00,MANHATTAN,10011,40.7459518,-73.9980079,"(40.7459518, -73.9980079)",8 AVENUE                        ,WEST 24 STREET                  ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2814922.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
984100,10/27/2014,15:00,QUEENS,11105,40.778687299999994,-73.91899000000001,"(40.7786873, -73.91899)",21 STREET                       ,23 AVENUE                       ,,10,0.0,0,0,0,0,10,0,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,2814858.0,TAXI,BUS,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
984362,10/27/2014,21:19,QUEENS,11375,40.719584000000005,-73.83977229999999,"(40.719584, -73.8397723)",QUEENS BOULEVARD                ,72 DRIVE                        ,,2,0.0,0,0,0,0,2,0,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,2815415.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
985228,10/25/2014,15:20,QUEENS,11372,40.7468448,-73.8914308,"(40.7468448, -73.8914308)",ROOSEVELT AVENUE                ,74 STREET                       ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,2814279.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
985475,10/25/2014,2:20,QUEENS,11372,40.75624129999999,-73.8788616,"(40.7562413, -73.8788616)",89 STREET                       ,NORTHERN BOULEVARD              ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2813833.0,PASSENGER VEHICLE,LIVERY VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
985501,10/25/2014,5:15,QUEENS,11370,40.768737,-73.8915539,"(40.768737, -73.8915539)",78 STREET                       ,DITMARS BOULEVARD               ,,0,0.0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,Unspecified,Unspecified,Unspecified,2813821.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
986718,10/23/2014,2:43,BROOKLYN,11216,40.6887749,-73.94789190000002,"(40.6887749, -73.9478919)",MARCY AVENUE                    ,GREENE AVENUE                   ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,2812637.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
986884,10/22/2014,0:15,QUEENS,11104,40.74881729999999,-73.9128115,"(40.7488173, -73.9128115)",39 AVENUE                       ,51 STREET                       ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2812142.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
987184,10/22/2014,17:50,BROOKLYN,11231,40.6742224,-74.0111793,"(40.6742224, -74.0111793)",DWIGHT STREET                   ,COFFEY STREET                   ,,3,0.0,1,0,0,0,2,0,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,2812620.0,BUS,LIVERY VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK
987227,10/22/2014,18:50,BROOKLYN,11239,40.641653000000005,-73.8791922,"(40.641653, -73.8791922)",LOUISIANA AVENUE                ,SEAVIEW AVENUE                  ,,4,0.0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2811993.0,MOTORCYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
987339,10/22/2014,21:50,BRONX,10475,40.878054999999996,-73.8348196,"(40.878055, -73.8348196)",PALMER AVENUE                   ,GIVAN AVENUE                    ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2812477.0,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
987441,10/22/2014,6:45,QUEENS,11433,40.7005141,-73.79677109999999,"(40.7005141, -73.7967711)",160 STREET                      ,LIBERTY AVENUE                  ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,2812082.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
987910,10/21/2014,18:00,MANHATTAN,10026,40.798243,-73.9524618,"(40.798243, -73.9524618)",WEST 110 STREET                 ,LENOX AVENUE                    ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,2811177.0,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
989650,10/18/2014,22:15,QUEENS,11103,40.7578475,-73.9166042,"(40.7578475, -73.9166042)",BROADWAY                        ,43 STREET                       ,,1,0.0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,2810512.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
989773,10/17/2014,0:48,QUEENS,11415,40.7092505,-73.8269131,"(40.7092505, -73.8269131)",KEW GARDENS ROAD                ,84 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,2809544.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
989922,10/17/2014,14:20,STATEN ISLAND,10306,40.5791703,-74.1010536,"(40.5791703, -74.1010536)",HYLAN BOULEVARD                 ,HAMDEN AVENUE                   ,,0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,Unspecified,2809684.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN
990272,10/17/2014,23:15,BRONX,10475,40.871239200000005,-73.8250234,"(40.8712392, -73.8250234)",COOP CITY BOULEVARD             ,ASCH LOOP                       ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2809799.0,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
990360,10/17/2014,8:30,MANHATTAN,10029,40.799985299999996,-73.9448468,"(40.7999853, -73.9448468)",EAST 116 STREET                 ,MADISON AVENUE                  ,,5,0.0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2809304.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
990361,10/17/2014,8:30,MANHATTAN,10029,40.799985299999996,-73.9448468,"(40.7999853, -73.9448468)",EAST 116 STREET                 ,MADISON AVENUE                  ,,5,0.0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2810657.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE
992657,10/13/2014,23:50,BRONX,10456,40.8314213,-73.9183079,"(40.8314213, -73.9183079)",SHERIDAN AVENUE                 ,EAST 166 STREET                 ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1038340.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
992865,10/12/2014,14:38,BRONX,10466,40.8852706,-73.85510479999999,"(40.8852706, -73.8551048)",BRONXWOOD AVENUE                ,EAST 224 STREET                 ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1037573.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,OTHER
993006,10/12/2014,18:55,BRONX,10466,40.8966893,-73.84510379999999,"(40.8966893, -73.8451038)",BAYCHESTER AVENUE               ,PITMAN AVENUE                   ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1037575.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
993511,10/11/2014,18:51,BROOKLYN,11203,40.653267,-73.9392594,"(40.653267, -73.9392594)",ALBANY AVENUE                   ,LINDEN BOULEVARD                ,,5,0.0,0,0,0,0,5,0,Traffic Control Disregarded,Brakes Defective,Unspecified,Unspecified,Unspecified,1037612.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
993636,10/11/2014,2:23,BROOKLYN,11215,40.67543679999999,-73.9779583,"(40.6754368, -73.9779583)",6 AVENUE                        ,UNION STREET                    ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1037655.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
995306,10/08/2014,6:20,QUEENS,11101,40.7409206,-73.9333804,"(40.7409206, -73.9333804)",48 AVENUE                       ,32 PLACE                        ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,1035882.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
995499,10/07/2014,11:20,BROOKLYN,11223,40.5952551,-73.9734765,"(40.5952551, -73.9734765)",MC DONALD AVENUE                ,GRAVESEND NECK ROAD             ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1034734.0,PASSENGER VEHICLE,VAN,SPORT UTILITY / STATION WAGON,VAN,PASSENGER VEHICLE
995610,10/07/2014,14:30,BROOKLYN,11209,40.631506,-74.02479050000001,"(40.631506, -74.0247905)",74 STREET                       ,4 AVENUE                        ,,0,0.0,0,0,0,0,0,0,Steering Failure,Unspecified,Unspecified,Unspecified,Unspecified,1034826.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
995922,10/07/2014,5:00,QUEENS,11377,40.7564052,-73.8979087,"(40.7564052, -73.8979087)",32 AVENUE                       ,69 STREET                       ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1035332.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
996172,10/06/2014,13:33,BROOKLYN,11212,40.6665929,-73.90319000000001,"(40.6665929, -73.90319)",POWELL STREET                   ,BLAKE AVENUE                    ,,1,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,1035730.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
996582,10/06/2014,8:00,MANHATTAN,10009,40.7235061,-73.9792808,"(40.7235061, -73.9792808)",EAST 6 STREET                   ,AVENUE C                        ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1034327.0,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
997003,10/05/2014,1:00,QUEENS,11377,40.73768,-73.9216921,"(40.73768, -73.9216921)",44 STREET                       ,50 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1034173.0,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE
997381,10/04/2014,15:09,BROOKLYN,11208,40.67412279999999,-73.8808025,"(40.6741228, -73.8808025)",PITKIN AVENUE                   ,SHEPHERD AVENUE                 ,,1,0.0,1,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,1034041.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
997530,10/04/2014,1:15,BRONX,10455,40.812126,-73.90418129999999,"(40.812126, -73.9041813)",SOUTHERN BOULEVARD              ,EAST 149 STREET                 ,,1,0.0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1033372.0,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
997630,10/04/2014,4:00,BROOKLYN,11210,40.6276319,-73.9365196,"(40.6276319, -73.9365196)",AVENUE J                        ,ALBANY AVENUE                   ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1033470.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
997642,10/04/2014,4:54,BROOKLYN,11233,40.6845033,-73.9263842,"(40.6845033, -73.9263842)",HALSEY STREET                   ,PATCHEN AVENUE                  ,,3,0.0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1034080.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
997682,10/04/2014,7:45,BROOKLYN,11207,40.6493267,-73.8784359,"(40.6493267, -73.8784359)",VAN SICLEN AVENUE               ,SCHROEDERS AVENUE               ,,0,0.0,0,0,0,0,0,0,Steering Failure,Unspecified,Unspecified,Unspecified,Unspecified,1034039.0,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
998138,10/03/2014,19:05,BROOKLYN,11229,40.6062171,-73.9539239,"(40.6062171, -73.9539239)",EAST 19 STREET                  ,AVENUE R                        ,,0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,1033948.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
998287,10/03/2014,4:05,QUEENS,11379,40.70989779999999,-73.8703215,"(40.7098978, -73.8703215)",80 STREET                       ,69 AVENUE                       ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1033616.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
998833,10/02/2014,22:00,QUEENS,11419,40.6921293,-73.83483309999998,"(40.6921293, -73.8348331)",111 STREET                      ,ATLANTIC AVENUE                 ,,1,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,1033059.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
999374,10/01/2014,20:45,QUEENS,11385,40.7077596,-73.8975648,"(40.7077596, -73.8975648)",FRESH PD ROAD                   ,WOODBINE STREET                 ,,1,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,1033084.0,OTHER,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
999729,09/30/2014,14:30,BRONX,10462,40.842470299999995,-73.85333670000001,"(40.8424703, -73.8533367)",CASTLE HILL AVENUE              ,EAST TREMONT AVENUE             ,,1,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,1031690.0,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1000138,09/30/2014,9:45,BROOKLYN,11220,40.639643799999995,-74.0088242,"(40.6396438, -74.0088242)",55 STREET                       ,7 AVENUE                        ,,0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,1032432.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1000552,09/29/2014,22:00,QUEENS,11693,40.609569799999996,-73.81905,"(40.6095698, -73.81905)",CROSSBAY BOULEVARD              ,EAST 6 ROAD                     ,,1,0.0,0,0,0,0,1,0,Steering Failure,Steering Failure,Steering Failure,Steering Failure,Steering Failure,1031894.0,AMBULANCE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1001442,09/27/2014,15:19,QUEENS,11416,40.6849783,-73.8502469,"(40.6849783, -73.8502469)",91 STREET                       ,97 AVENUE                       ,,2,0.0,0,0,0,0,2,0,Passenger Distraction,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,1030628.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1001714,09/27/2014,23:00,BRONX,10466,40.895718,-73.8495153,"(40.895718, -73.8495153)",PITMAN AVENUE                   ,WICKHAM AVENUE                  ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1029656.0,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1001732,09/27/2014,2:00,BRONX,10469,40.862919399999996,-73.85203349999999,"(40.8629194, -73.8520335)",ESPLANADE                       ,PEARSALL AVENUE                 ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1029718.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
1001760,09/27/2014,4:15,QUEENS,11385,40.7033474,-73.8553956,"(40.7033474, -73.8553956)",83 AVENUE                       ,WOODHAVEN BOULEVARD             ,,0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1030727.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1002485,09/25/2014,10:35,BROOKLYN,11232,40.653282700000005,-74.0087575,"(40.6532827, -74.0087575)",3 AVENUE                        ,40 STREET                       ,,0,0.0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,1030155.0,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1003286,09/24/2014,19:40,BROOKLYN,11203,40.6492783,-73.9436055,"(40.6492783, -73.9436055)",BROOKLYN AVENUE                 ,SNYDER AVENUE                   ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1029976.0,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1003523,09/23/2014,0:25,MANHATTAN,10035,40.801184899999996,-73.9397457,"(40.8011849, -73.9397457)",EAST 120 STREET                 ,LEXINGTON AVENUE                ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1029296.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1003642,09/23/2014,13:20,BROOKLYN,11204,40.6327179,-73.98376209999999,"(40.6327179, -73.9837621)",46 STREET                       ,16 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,1028316.0,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1003704,09/23/2014,15:06,QUEENS,11435,40.688657299999996,-73.7956137,"(40.6886573, -73.7956137)",SUTPHIN BOULEVARD               ,111 AVENUE                      ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1031203.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1004430,09/22/2014,17:00,BROOKLYN,11204,40.623715999999995,-73.9931304,"(40.623716, -73.9931304)",16 AVENUE                       ,62 STREET                       ,,2,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1027680.0,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE
1004555,09/22/2014,1:29,QUEENS,11373,40.737225,-73.87569549999999,"(40.737225, -73.8756955)",JUSTICE AVENUE                  ,53 AVENUE                       ,,0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,1031094.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1005257,09/21/2014,7:42,BRONX,10459,40.817795200000006,-73.8931829,"(40.8177952, -73.8931829)",BRUCKNER BOULEVARD              ,TIFFANY STREET                  ,,0,0.0,0,0,0,0,0,0,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,1508262.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,VAN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
1005973,09/19/2014,12:00,QUEENS,11416,40.680879100000006,-73.8579068,"(40.6808791, -73.8579068)",101 AVENUE                      ,81 STREET                       ,,3,0.0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,1026798.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1007304,09/17/2014,12:50,QUEENS,11354,40.763799799999994,-73.8287062,"(40.7637998, -73.8287062)",NORTHERN BOULEVARD              ,LEAVITT STREET                  ,,1,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1025727.0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1007988,09/16/2014,13:10,BROOKLYN,11235,40.5840327,-73.9349338,"(40.5840327, -73.9349338)",EMMONS AVENUE                   ,FORD STREET                     ,,2,0.0,0,0,0,0,2,0,Other Vehicular,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,Other Vehicular,1026083.0,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
